"Property Name",,"vi-VN","Node Path","Description"
"Value","layoutControlGroup1","layoutControlGroup1","Localization\FrameTemplates\DevExpress.ExpressApp.Win.Templates.PopupForm\layoutControlGroup1.CustomizationFormText",
"Value","Root","Gốc","Localization\FrameTemplates\DevExpress.ExpressApp.Win.Templates.PopupForm\layoutControlGroup1.Text",
"Value","layoutControlItem1","layoutControlItem1","Localization\FrameTemplates\DevExpress.ExpressApp.Win.Templates.PopupForm\layoutControlItem1.CustomizationFormText",
"Value","layoutControlItem1","layoutControlItem1","Localization\FrameTemplates\DevExpress.ExpressApp.Win.Templates.PopupForm\layoutControlItem1.Text",
"Value","Root","Gốc","Localization\FrameTemplates\DevExpress.ExpressApp.Win.Templates.PopupForm\Root.CustomizationFormText",
"Value","Root","Gốc","Localization\FrameTemplates\DevExpress.ExpressApp.Win.Templates.PopupForm\Root.Text",
"Value","simpleSeparator1","simpleSeparator1","Localization\FrameTemplates\DevExpress.ExpressApp.Win.Templates.PopupForm\simpleSeparator1.CustomizationFormText",
"Value","simpleSeparator1","simpleSeparator1","Localization\FrameTemplates\DevExpress.ExpressApp.Win.Templates.PopupForm\simpleSeparator1.Text",
"Value","Unable to save customization information:\n{0}","Không thể lưu các thông tin tùy biến:\n{0}","Localization\Messages\UnableToSaveCustomization",
"Value","Actions","Hành động","Localization\Ribbon\ActionsPageGroup",
"Value","Home","Trang chủ","Localization\Ribbon\HomePage",
"Value","Aggregate operations","Toàn bộ hoạt động","Localization\Texts\Aggregates",
"Value","Avg(Field)\r\nEvaluates an average of all values in a collection.","Trung bình(Trường)\r\nƯớc lượng giá trị trung bình của tất cả các giá trị trong một tập hợp.","Localization\Texts\AggregatesAvgDescription",
"Value","Count\r\nReturns the number of objects in a collection.","Đếm\r\nTrả về số đối tượng trong một tập hợp.","Localization\Texts\AggregatesCountDescription",
"Value","Max(Field)\r\nReturns the maximum expression value in a collection.","Lớn nhất(Trường)\r\nTrả về giá trị biểu thức lớn nhất trong một tập hợp.","Localization\Texts\AggregatesMaxDescription",
"Value","Min(Field)\r\nReturns the minimum expression value in a collection.","Nhỏ nhất(Trường)\r\nTrả về giá trị biểu thức nhỏ nhất trong một tập hợp.","Localization\Texts\AggregatesMinDescription",
"Value","Sum(Field)\r\nReturns a sum of all expression values in a collection.","Tổng(Trường)\r\nTrả về tổng của tất cả các giá trị trong một tập hợp.","Localization\Texts\AggregatesSumDescription",
"Caption","Choose Theme","Chọn Chủ đề","ActionDesign\Actions\ChooseTheme",
"Caption","Edit","Sửa","ActionDesign\Actions\Edit",
"Caption","Inline Edit","Sửa Tại chỗ","ActionDesign\Actions\InlineEdit",
"Caption","Edit","Sửa","ActionDesign\Actions\SwitchToEditMode",
"Caption","Quick create","Tạo nhanh","ActionDesign\Actions\QuickCreateAction",
"Caption","Navigate To","Điều hướng đến","ActionDesign\Actions\NavigateTo",
"Caption","Logon Attempts Amounted To Limit","Số lần đăng nhập lên đến giới hạn","BOModel\DevExpress.ExpressApp.Web.LogonAttemptsAmountedToLimit",
"Caption","Parameterless Logon Failed Info","Thông tin Đăng nhập Phi tham số Lỗi","BOModel\DevExpress.ExpressApp.Web.ParameterlessLogonFailedInfo",
"Caption","Message","Thông báo","BOModel\DevExpress.ExpressApp.Web.ParameterlessLogonFailedInfo\OwnMembers\Message",
"Value","Clear","Clear","Localization\ASPxImagePropertyEditor\Clear",
"Value","Edit","Edit","Localization\ASPxImagePropertyEditor\Edit",
"Value","<enter a value>","<enter a value>","Localization\Controls\ASPxCriteriaEdit\EnterValueText",
"Value","All","All","Localization\Controls\DevExpress.ASPxGridView\PageSizeAllRecords",
"Value","Items per page:","Items per page:","Localization\Controls\DevExpress.ASPxGridView\PageSizeCaption",
"Value","Hide image","Hide image","Localization\Controls\DropDownImageEdit\HideImage",
"Value","Image","Image","Localization\Controls\DropDownImageEdit\PopupHeader",
"Value","Show image","Show image","Localization\Controls\DropDownImageEdit\ShowImage",
"Value","There are no records to display.","Không có bản ghi nào để hiển thị.","Localization\Messages\ThereAreNoRecordsToDisplay",
"Caption","Log On","Đăng nhập","Views\LogonAttemptsAmountedToLimit_DetailView",
"Text","After three unsuccessful login attempts, the browser should be closed. Please consider contacting an administrator about your login details.","Sau ba lần đăng nhập không thành công , trình duyệt sẽ được đóng lại. Vui lòng liên hệ với một quản trị viên về các thông tin đăng nhập chi tiết của bạn.","Views\LogonAttemptsAmountedToLimit_DetailView\Items\LogonText",
"Caption","Log On","Đăng nhập","Views\ParameterlessLogonFailedInfo_DefaultDetailView",
"Text","{0} Please consider contacting an administrator about your login details.","{0} Vui lòng liên hệ với một quản trị viên về các thông tin chi tiết đăng nhập của bạn.","Views\ParameterlessLogonFailedInfo_DefaultDetailView\Items\Message",
"Value","Blob data","Dữ liệu vết","Localization\AuditTrail\BlobDataString",
"Value","N/A","N/A","Localization\AuditTrail\NullValueString",
"Caption","Validate","Kiểm tra hợp lệ","ActionDesign\Actions\ShowAllContexts",
"ToolTip","Validate selected object(s) in all presented contexts","Kiểm tra hợp lệ (các) đối tượng được chọn trong tất cả các ngữ cảnh được định trước","ActionDesign\Actions\ShowAllContexts",
"Caption","Context Validation Result","Kết quả kiểm tra ngữ cảnh","BOModel\DevExpress.ExpressApp.Validation.AllContextsView.ContextValidationResult",
"Caption","Context","Ngữ cảnh","BOModel\DevExpress.ExpressApp.Validation.AllContextsView.ContextValidationResult\OwnMembers\Context",
"Caption","State","Trạng thái","BOModel\DevExpress.ExpressApp.Validation.AllContextsView.ContextValidationResult\OwnMembers\State",
"Caption","Broken Rules","Các qui ước bị bẻ gãy","BOModel\DevExpress.ExpressApp.Validation.AllContextsView.ContextValidationResult\OwnMembers\BrokenRules",
"Caption","Displayable Validation Result Items","Các mục kết quả kiểm tra có thể hiển thị","BOModel\DevExpress.ExpressApp.Validation.AllContextsView.ContextValidationResult\OwnMembers\DisplayableValidationResultItems",
"Caption","Validation Details","Chi tiết kiểm tra hợp lệ","BOModel\DevExpress.ExpressApp.Validation.AllContextsView.DisplayableValidationResultItem",
"Caption","Rule Name","Tên Qui ước","BOModel\DevExpress.ExpressApp.Validation.AllContextsView.DisplayableValidationResultItem\OwnMembers\RuleName",
"Caption","Context Caption","Tiêu đề Ngữ cảnh","BOModel\DevExpress.ExpressApp.Validation.AllContextsView.DisplayableValidationResultItem\OwnMembers\ContextCaption",
"Caption","Context Id","Id của Ngữ cảnh","BOModel\DevExpress.ExpressApp.Validation.AllContextsView.DisplayableValidationResultItem\OwnMembers\ContextId",
"Caption","Rule","Qui ước","BOModel\DevExpress.ExpressApp.Validation.AllContextsView.DisplayableValidationResultItem\OwnMembers\Rule",
"Caption","State","Trạng thái","BOModel\DevExpress.ExpressApp.Validation.AllContextsView.DisplayableValidationResultItem\OwnMembers\State",
"Caption","Error Message","Thông báo Lỗi","BOModel\DevExpress.ExpressApp.Validation.AllContextsView.DisplayableValidationResultItem\OwnMembers\ErrorMessage",
"Caption","Target","Mục tiêu","BOModel\DevExpress.ExpressApp.Validation.AllContextsView.DisplayableValidationResultItem\OwnMembers\TargetCaption",
"Caption","Rule Properties","Qui ước Các thuộc tính","BOModel\DevExpress.ExpressApp.Validation.AllContextsView.DisplayableValidationResultItem\OwnMembers\RuleProperties",
"Caption","Validation Results","Kết quả kiểm tra hợp lệ","BOModel\DevExpress.ExpressApp.Validation.AllContextsView.ValidationResults",
"Caption","Results","Kết quả","BOModel\DevExpress.ExpressApp.Validation.AllContextsView.ValidationResults\OwnMembers\Results",
"Caption","Highlight Errors","Bôi sáng các lỗi","BOModel\DevExpress.ExpressApp.Validation.AllContextsView.ValidationResults\OwnMembers\HighlightErrors",
"Caption","Displayable Validation Result Items","Các mục kết quả kiểm tra có thể hiển thị","BOModel\DevExpress.ExpressApp.Validation.AllContextsView.ValidationResults\OwnMembers\DisplayableValidationResultItems",
"Caption","IRule Base Properties","IRule Các thuộc tính Cơ bản","BOModel\DevExpress.Persistent.Validation.IRuleBaseProperties",
"Caption","Id","Id","BOModel\DevExpress.Persistent.Validation.IRuleBaseProperties\OwnMembers\Id",
"Caption","Name","Tên","BOModel\DevExpress.Persistent.Validation.IRuleBaseProperties\OwnMembers\Name",
"Caption","Custom Message Template","Mẫu Thông báo Tùy chỉnh","BOModel\DevExpress.Persistent.Validation.IRuleBaseProperties\OwnMembers\CustomMessageTemplate",
"Caption","Target Type","Kiểu Mục tiêu","BOModel\DevExpress.Persistent.Validation.IRuleBaseProperties\OwnMembers\TargetType",
"Caption","Target Context IDs","Các ID Ngữ cảnh Mục tiêu","BOModel\DevExpress.Persistent.Validation.IRuleBaseProperties\OwnMembers\TargetContextIDs",
"Caption","Invert Result","Đảo ngược Kết quả","BOModel\DevExpress.Persistent.Validation.IRuleBaseProperties\OwnMembers\InvertResult",
"Caption","Skip Null Or Empty Values","Bỏ qua các giá trị Null hoặc rỗng","BOModel\DevExpress.Persistent.Validation.IRuleBaseProperties\OwnMembers\SkipNullOrEmptyValues",
"Caption","Message Template Skip Null Or Empty Values","Mẫu thông báo bỏ qua các giá trị Null hoặc rỗng","BOModel\DevExpress.Persistent.Validation.IRuleBaseProperties\OwnMembers\MessageTemplateSkipNullOrEmptyValues",
"Caption","Message Template Target Does Not Satisfy Target Criteria","Mẫu thông báo mục tiêu không thỏa mãn biểu thức lọc mục tiêu","BOModel\DevExpress.Persistent.Validation.IRuleBaseProperties\OwnMembers\MessageTemplateTargetDoesNotSatisfyTargetCriteria",
"Caption","Target Criteria","Biểu thức lọc Mục tiêu","BOModel\DevExpress.Persistent.Validation.IRuleBaseProperties\OwnMembers\TargetCriteria",
"Caption","IRule Collection Property Properties","IRule Tập hợp Các thuộc tính Sở hữu","BOModel\DevExpress.Persistent.Validation.IRuleCollectionPropertyProperties",
"Caption","Target Collection Owner Type","Kiểu Sở hữu Tập hợp Mục tiêu","BOModel\DevExpress.Persistent.Validation.IRuleCollectionPropertyProperties\OwnMembers\TargetCollectionOwnerType",
"Caption","Target Collection Property Name","Tên Sở hữu Tập hợp Mục tiêu","BOModel\DevExpress.Persistent.Validation.IRuleCollectionPropertyProperties\OwnMembers\TargetCollectionPropertyName",
"Caption","Message Template Target Does Not Satisfy Collection Criteria","Mẫu thông báo mục tiêu không thỏa mãn biễu thức lọc tập hợp","BOModel\DevExpress.Persistent.Validation.IRuleCollectionPropertyProperties\OwnMembers\MessageTemplateTargetDoesNotSatisfyCollectionCriteria",
"Caption","Message Template Collection Validation Message Suffix","Mẫu thông báo sau tin nhắn kiểm tra hợp lệ tập hợp","BOModel\DevExpress.Persistent.Validation.IRuleCollectionPropertyProperties\OwnMembers\MessageTemplateCollectionValidationMessageSuffix",
"Caption","IRule Combination Of Properties Is Unique Properties","IRule Sự kết hợp Của Các thuộc tính Là Các thuộc tính Duy nhất","BOModel\DevExpress.Persistent.Validation.IRuleCombinationOfPropertiesIsUniqueProperties",
"Caption","Target Properties","Các thuộc tính Mục tiêu","BOModel\DevExpress.Persistent.Validation.IRuleCombinationOfPropertiesIsUniqueProperties\OwnMembers\TargetProperties",
"Caption","Message Template Combination Of Properties Must Be Unique","Mẫu thông báo kết hợp của các thuộc tính phải là duy nhất","BOModel\DevExpress.Persistent.Validation.IRuleCombinationOfPropertiesIsUniqueProperties\OwnMembers\MessageTemplateCombinationOfPropertiesMustBeUnique",
"Caption","IRule Criteria Properties","IRule Các thuộc tính Biểu thức lọc","BOModel\DevExpress.Persistent.Validation.IRuleCriteriaProperties",
"Caption","Criteria","Biểu thức lọc","BOModel\DevExpress.Persistent.Validation.IRuleCriteriaProperties\OwnMembers\Criteria",
"Caption","Message Template Must Satisfy Criteria","Mẫu thông báo phải thỏa mãn biểu thức lọc","BOModel\DevExpress.Persistent.Validation.IRuleCriteriaProperties\OwnMembers\MessageTemplateMustSatisfyCriteria",
"Caption","Used Properties","Used Properties","BOModel\DevExpress.Persistent.Validation.IRuleCriteriaProperties\OwnMembers\UsedProperties",
"Caption","IRule From Bool Property Properties","IRule Từ Các thuộc tính Sở hữu Bool","BOModel\DevExpress.Persistent.Validation.IRuleFromBoolPropertyProperties",
"Caption","Message Template Must Be True","Mẫu thông báo phải là True","BOModel\DevExpress.Persistent.Validation.IRuleFromBoolPropertyProperties\OwnMembers\MessageTemplateMustBeTrue",
"Caption","Used Properties","Các thuộc tính được sử dụng","BOModel\DevExpress.Persistent.Validation.IRuleFromBoolPropertyProperties\OwnMembers\UsedProperties",
"Caption","IRule Is Referenced Properties","IRule Là Các thuộc tính Được tham chiếu","BOModel\DevExpress.Persistent.Validation.IRuleIsReferencedProperties",
"Caption","Reference Property Name","Tên Sở hữu Tham chiếu","BOModel\DevExpress.Persistent.Validation.IRuleIsReferencedProperties\OwnMembers\ReferencePropertyName",
"Caption","Looks For","Tìm cho","BOModel\DevExpress.Persistent.Validation.IRuleIsReferencedProperties\OwnMembers\LooksFor",
"Caption","Message Template Must Be Referenced","Mẫu thông báo phải được tham chiếu","BOModel\DevExpress.Persistent.Validation.IRuleIsReferencedProperties\OwnMembers\MessageTemplateMustBeReferenced",
"Caption","IRule Object Exists Properties","IRule Đối tượng Có Các thuộc tính","BOModel\DevExpress.Persistent.Validation.IRuleObjectExistsProperties",
"Caption","Criteria","Biểu thức lọc","BOModel\DevExpress.Persistent.Validation.IRuleObjectExistsProperties\OwnMembers\Criteria",
"Caption","Looks For","Tìm cho","BOModel\DevExpress.Persistent.Validation.IRuleObjectExistsProperties\OwnMembers\LooksFor",
"Caption","Message Template Must Exist","Mẫu thông báo phải tồn tại","BOModel\DevExpress.Persistent.Validation.IRuleObjectExistsProperties\OwnMembers\MessageTemplateMustExist",
"Caption","IRule Property Value Properties","IRule Các thuộc tính Sở hữu Giá trị","BOModel\DevExpress.Persistent.Validation.IRulePropertyValueProperties",
