"Property Name",,"no","Node Path","Description"
"Caption","Reference Property Name","Egenskapsnavn for referanse","BOModel\DevExpress.Persistent.Validation.IRuleIsReferencedProperties\OwnMembers\ReferencePropertyName",
"Caption","Looks For","Ser for","BOModel\DevExpress.Persistent.Validation.IRuleIsReferencedProperties\OwnMembers\LooksFor",
"Caption","Message Template Must Be Referenced","Mal for meldingen må være referert","BOModel\DevExpress.Persistent.Validation.IRuleIsReferencedProperties\OwnMembers\MessageTemplateMustBeReferenced",
"Caption","IRule Object Exists Properties","IRule-objektet finnes egenskaper","BOModel\DevExpress.Persistent.Validation.IRuleObjectExistsProperties",
"Caption","Criteria","Vilkår","BOModel\DevExpress.Persistent.Validation.IRuleObjectExistsProperties\OwnMembers\Criteria",
"Caption","Looks For","Ser for","BOModel\DevExpress.Persistent.Validation.IRuleObjectExistsProperties\OwnMembers\LooksFor",
"Caption","Message Template Must Exist","Mal for meldingen må finnes","BOModel\DevExpress.Persistent.Validation.IRuleObjectExistsProperties\OwnMembers\MessageTemplateMustExist",
"Caption","IRule Property Value Properties","Egenskaper for IRule-egenskapen","BOModel\DevExpress.Persistent.Validation.IRulePropertyValueProperties",
"Caption","Target Property Name","Egenskapsnavn for mål","BOModel\DevExpress.Persistent.Validation.IRulePropertyValueProperties\OwnMembers\TargetPropertyName",
"Caption","IRule Range Properties","Egenskaper for dataområde for IRule","BOModel\DevExpress.Persistent.Validation.IRuleRangeProperties",
"Caption","Minimum Value","Laveste verdi","BOModel\DevExpress.Persistent.Validation.IRuleRangeProperties\OwnMembers\MinimumValue",
"Caption","Minimum Value Expression","Laveste verdi-uttrykk","BOModel\DevExpress.Persistent.Validation.IRuleRangeProperties\OwnMembers\MinimumValueExpression",
"Caption","Maximum Value","Maksimal verdi","BOModel\DevExpress.Persistent.Validation.IRuleRangeProperties\OwnMembers\MaximumValue",
"Caption","Maximum Value Expression","Maksimal verdi-uttrykk","BOModel\DevExpress.Persistent.Validation.IRuleRangeProperties\OwnMembers\MaximumValueExpression",
"Caption","Message Template Must Be In Range","Mal for meldingen må være i området","BOModel\DevExpress.Persistent.Validation.IRuleRangeProperties\OwnMembers\MessageTemplateMustBeInRange",
"Caption","IRule Regular Expression Properties","IRule Regular Expression egenskaper","BOModel\DevExpress.Persistent.Validation.IRuleRegularExpressionProperties",
"Caption","Pattern","Mønster","BOModel\DevExpress.Persistent.Validation.IRuleRegularExpressionProperties\OwnMembers\Pattern",
"Caption","Message Template Must Match Pattern","Meldingsmal for må tilordne mønster","BOModel\DevExpress.Persistent.Validation.IRuleRegularExpressionProperties\OwnMembers\MessageTemplateMustMatchPattern",
"Caption","IRule Required Field Properties","IRule obligatoriske feltegenskaper","BOModel\DevExpress.Persistent.Validation.IRuleRequiredFieldProperties",
"Caption","Skip Null Or Empty Values","Hopp over null eller tomme verdier","BOModel\DevExpress.Persistent.Validation.IRuleRequiredFieldProperties\OwnMembers\SkipNullOrEmptyValues",
"Caption","Message Template Must Not Be Empty","Mal for meldingen må ikke være tomt","BOModel\DevExpress.Persistent.Validation.IRuleRequiredFieldProperties\OwnMembers\MessageTemplateMustNotBeEmpty",
"Caption","IRule Search Object Properties","IRule søk objektegenskaper","BOModel\DevExpress.Persistent.Validation.IRuleSearchObjectProperties",
"Caption","Found Object Messages Separator","Funnet objekt meldinger skilletegn","BOModel\DevExpress.Persistent.Validation.IRuleSearchObjectProperties\OwnMembers\FoundObjectMessagesSeparator",
"Caption","Found Object Message Format","Funnet Object-meldingsformat","BOModel\DevExpress.Persistent.Validation.IRuleSearchObjectProperties\OwnMembers\FoundObjectMessageFormat",
"Caption","Criteria Evaluation Behavior","Vilkår evaluering virkemåte","BOModel\DevExpress.Persistent.Validation.IRuleSearchObjectProperties\OwnMembers\CriteriaEvaluationBehavior",
"Caption","Include Current Object","Ta med gjeldende objekt","BOModel\DevExpress.Persistent.Validation.IRuleSearchObjectProperties\OwnMembers\IncludeCurrentObject",
"Caption","Message Template Found Objects","Meldingen mal funnet objekter","BOModel\DevExpress.Persistent.Validation.IRuleSearchObjectProperties\OwnMembers\MessageTemplateFoundObjects",
"Caption","IRule String Comparison Properties","Egenskaper for IRule-streng-sammenligning","BOModel\DevExpress.Persistent.Validation.IRuleStringComparisonProperties",
"Caption","Operator Type","Skriv inn operatoren","BOModel\DevExpress.Persistent.Validation.IRuleStringComparisonProperties\OwnMembers\OperatorType",
"Caption","Operand Value","Operand verdi","BOModel\DevExpress.Persistent.Validation.IRuleStringComparisonProperties\OwnMembers\OperandValue",
"Caption","Ignore Case","Ignorer små/store bokstaver","BOModel\DevExpress.Persistent.Validation.IRuleStringComparisonProperties\OwnMembers\IgnoreCase",
"Caption","Message Template Must Contain","Meldingsmal Må inneholde","BOModel\DevExpress.Persistent.Validation.IRuleStringComparisonProperties\OwnMembers\MessageTemplateMustContain",
"Caption","Message Template Must Begin With","Meldingsmal Må starte med","BOModel\DevExpress.Persistent.Validation.IRuleStringComparisonProperties\OwnMembers\MessageTemplateMustBeginWith",
"Caption","Message Template Must End With","Meldingsmal Må ende med","BOModel\DevExpress.Persistent.Validation.IRuleStringComparisonProperties\OwnMembers\MessageTemplateMustEndWith",
"Caption","Message Template Must Be Equal","Meldingsmal Må være lik","BOModel\DevExpress.Persistent.Validation.IRuleStringComparisonProperties\OwnMembers\MessageTemplateMustBeEqual",
"Caption","Message Template Must Not Be Equal","Meldingsmal Må ikke være lik","BOModel\DevExpress.Persistent.Validation.IRuleStringComparisonProperties\OwnMembers\MessageTemplateMustNotBeEqual",
"Caption","IRule Supports Collection Aggregates Properties","IRule Supports Collection Aggregates Properties","BOModel\DevExpress.Persistent.Validation.IRuleSupportsCollectionAggregatesProperties",
"Caption","Target Collection Aggregate","Målet Collection mengde","BOModel\DevExpress.Persistent.Validation.IRuleSupportsCollectionAggregatesProperties\OwnMembers\TargetCollectionAggregate",
"Caption","IRule Unique Value Properties","IRule unike verdier egenskaper","BOModel\DevExpress.Persistent.Validation.IRuleUniqueValueProperties",
"Caption","Found Object Message Format","Funnet Object-meldingsformat","BOModel\DevExpress.Persistent.Validation.IRuleUniqueValueProperties\OwnMembers\FoundObjectMessageFormat",
"Caption","Message Template Must Be Unique","Meldingsmal må være unik","BOModel\DevExpress.Persistent.Validation.IRuleUniqueValueProperties\OwnMembers\MessageTemplateMustBeUnique",
"Caption","IRule Value Comparison Properties","IRule egenskaper for sammenligning","BOModel\DevExpress.Persistent.Validation.IRuleValueComparisonProperties",
"Caption","Right Operand","Høyre operand","BOModel\DevExpress.Persistent.Validation.IRuleValueComparisonProperties\OwnMembers\RightOperand",
"Caption","Right Operand Expression","Høyre operand uttrykk","BOModel\DevExpress.Persistent.Validation.IRuleValueComparisonProperties\OwnMembers\RightOperandExpression",
"Caption","Operator Type","Skriv inn operatoren","BOModel\DevExpress.Persistent.Validation.IRuleValueComparisonProperties\OwnMembers\OperatorType",
"Caption","Message Template Must Be Equal To Operand","Meldingsmal Må være lik med operand","BOModel\DevExpress.Persistent.Validation.IRuleValueComparisonProperties\OwnMembers\MessageTemplateMustBeEqualToOperand",
"Caption","Message Template Must Be Greater Than Operand","Meldingsmal Må være større enn operand","BOModel\DevExpress.Persistent.Validation.IRuleValueComparisonProperties\OwnMembers\MessageTemplateMustBeGreaterThanOperand",
"Caption","Message Template Must Be Greater Than Or Equal To Operand","Mal for meldingen må være større enn or equal to operand","BOModel\DevExpress.Persistent.Validation.IRuleValueComparisonProperties\OwnMembers\MessageTemplateMustBeGreaterThanOrEqualToOperand",
"Caption","Message Template Must Be Less Than Operand","Meldingsmal må være mindre enn operand","BOModel\DevExpress.Persistent.Validation.IRuleValueComparisonProperties\OwnMembers\MessageTemplateMustBeLessThanOperand",
"Caption","Message Template Must Be Less Than Or Equal To Operand","Meldingsmal må være mindre enn eller lik til operand","BOModel\DevExpress.Persistent.Validation.IRuleValueComparisonProperties\OwnMembers\MessageTemplateMustBeLessThanOrEqualToOperand",
"Caption","Message Template Must Not Be Equal To Operand","Meldingsmal må ikke være lik operand","BOModel\DevExpress.Persistent.Validation.IRuleValueComparisonProperties\OwnMembers\MessageTemplateMustNotBeEqualToOperand",
"Caption","Rule Base Properties","Regel base egenskaper","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties",
"Caption","Id","ID","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\Id",
"Caption","Name","navn","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\Name",
"Caption","Custom Message Template","Egendefinert meldingsmal","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\CustomMessageTemplate",
"Caption","Target Type","Mål-type","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\TargetType",
"Caption","Target Context IDs","Målets kontekst id'er","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\TargetContextIDs",
"Caption","Invert Result","Inverter resultatet","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\InvertResult",
"Caption","Skip Null Or Empty Values","Hopp over null eller tomme verdier","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\SkipNullOrEmptyValues",
"Caption","Message Template Skip Null Or Empty Values","Meldingsmal Hopp over null eller tomme verdier","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\MessageTemplateSkipNullOrEmptyValues",
"Caption","Message Template Target Does Not Satisfy Target Criteria","Meldingsmal Mål tilfresstiller ikke mål kriteriene","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\MessageTemplateTargetDoesNotSatisfyTargetCriteria",
"Caption","Target Criteria","Mål-vilkår","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\TargetCriteria",
"Caption","Target Collection Owner Type","Mål samling eier type","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\TargetCollectionOwnerType",
"Caption","Target Collection Property Name","Egenskapsnavn for mål-samling","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\TargetCollectionPropertyName",
"Caption","Message Template Target Does Not Satisfy Collection Criteria","Meldingsmal Mål tilfredsstiller ikke samligsvilkår","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\MessageTemplateTargetDoesNotSatisfyCollectionCriteria",
"Caption","Message Template Collection Validation Message Suffix","Meldingen mal Collection validering Message suffiks","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\MessageTemplateCollectionValidationMessageSuffix",
"Caption","Rule Combination Of Properties Is Unique Properties","Regel kombinasjon av egenskaper er unike egenskaper","BOModel\DevExpress.Persistent.Validation.RuleCombinationOfPropertiesIsUniqueProperties",
"Caption","Target Properties","Egenskaper for mål","BOModel\DevExpress.Persistent.Validation.RuleCombinationOfPropertiesIsUniqueProperties\OwnMembers\TargetProperties",
"Caption","Message Template Combination Of Properties Must Be Unique","Meldingsmal kombinasjon av egenskaper må være unik","BOModel\DevExpress.Persistent.Validation.RuleCombinationOfPropertiesIsUniqueProperties\OwnMembers\MessageTemplateCombinationOfPropertiesMustBeUnique",
"Caption","Rule Criteria Properties","Regelvilkår egenskaper","BOModel\DevExpress.Persistent.Validation.RuleCriteriaProperties",
"Caption","Criteria","Vilkår","BOModel\DevExpress.Persistent.Validation.RuleCriteriaProperties\OwnMembers\Criteria",
"Caption","Message Template Must Satisfy Criteria","Mal for meldingen må tilfredsstille vilkår","BOModel\DevExpress.Persistent.Validation.RuleCriteriaProperties\OwnMembers\MessageTemplateMustSatisfyCriteria",
"Caption","Used Properties","Used Properties","BOModel\DevExpress.Persistent.Validation.RuleCriteriaProperties\OwnMembers\UsedProperties",
"Caption","Rule From Bool Property Properties","Regel fra logisk attributt egenskaper","BOModel\DevExpress.Persistent.Validation.RuleFromBoolPropertyProperties",
"Caption","Message Template Must Be True","Mal for meldingen må være True","BOModel\DevExpress.Persistent.Validation.RuleFromBoolPropertyProperties\OwnMembers\MessageTemplateMustBeTrue",
"Caption","Used Properties","Brukte egenskaper","BOModel\DevExpress.Persistent.Validation.RuleFromBoolPropertyProperties\OwnMembers\UsedProperties",
"Caption","Rule Is Referenced Properties","Regelen er referert egenskaper","BOModel\DevExpress.Persistent.Validation.RuleIsReferencedProperties",
"Caption","Reference Property Name","Egenskapsnavn for referanse","BOModel\DevExpress.Persistent.Validation.RuleIsReferencedProperties\OwnMembers\ReferencePropertyName",
"Caption","Looks For","Ser for","BOModel\DevExpress.Persistent.Validation.RuleIsReferencedProperties\OwnMembers\LooksFor",
"Caption","Message Template Must Be Referenced","Mal for meldingen må være referert","BOModel\DevExpress.Persistent.Validation.RuleIsReferencedProperties\OwnMembers\MessageTemplateMustBeReferenced",
"Caption","Rule Object Exists Properties","Regel-objektet finnes egenskaper","BOModel\DevExpress.Persistent.Validation.RuleObjectExistsProperties",
"Caption","Criteria","Vilkår","BOModel\DevExpress.Persistent.Validation.RuleObjectExistsProperties\OwnMembers\Criteria",
"Caption","Looks For","Ser for","BOModel\DevExpress.Persistent.Validation.RuleObjectExistsProperties\OwnMembers\LooksFor",
"Caption","Message Template Must Exist","Mal for meldingen må finnes","BOModel\DevExpress.Persistent.Validation.RuleObjectExistsProperties\OwnMembers\MessageTemplateMustExist",
"Caption","Rule Property Value Properties","Regel-attributt verdi egenskaper","BOModel\DevExpress.Persistent.Validation.RulePropertyValueProperties",
"Caption","Target Property Name","Egenskapsnavn for mål","BOModel\DevExpress.Persistent.Validation.RulePropertyValueProperties\OwnMembers\TargetPropertyName",
"Caption","Rule Range Properties","Regel område egenskaper","BOModel\DevExpress.Persistent.Validation.RuleRangeProperties",
"Caption","Minimum Value","Laveste verdi","BOModel\DevExpress.Persistent.Validation.RuleRangeProperties\OwnMembers\MinimumValue",
"Caption","Maximum Value","Maksimal verdi","BOModel\DevExpress.Persistent.Validation.RuleRangeProperties\OwnMembers\MaximumValue",
"Caption","Message Template Must Be In Range","Mal for meldingen må være i området","BOModel\DevExpress.Persistent.Validation.RuleRangeProperties\OwnMembers\MessageTemplateMustBeInRange",
"Caption","Target Collection Aggregate","Målet Collection mengde","BOModel\DevExpress.Persistent.Validation.RuleRangeProperties\OwnMembers\TargetCollectionAggregate",
"Caption","Minimum Value Expression","Laveste verdi-uttrykk","BOModel\DevExpress.Persistent.Validation.RuleRangeProperties\OwnMembers\MinimumValueExpression",
"Caption","Maximum Value Expression","Maksimal verdi-uttrykk","BOModel\DevExpress.Persistent.Validation.RuleRangeProperties\OwnMembers\MaximumValueExpression",
"Caption","Rule Regular Expression Properties","Regel egenskaper for vanlige uttrykk","BOModel\DevExpress.Persistent.Validation.RuleRegularExpressionProperties",
"Caption","Pattern","Mønster","BOModel\DevExpress.Persistent.Validation.RuleRegularExpressionProperties\OwnMembers\Pattern",
"Caption","Message Template Must Match Pattern","Meldingsmal for må tilordne mønster","BOModel\DevExpress.Persistent.Validation.RuleRegularExpressionProperties\OwnMembers\MessageTemplateMustMatchPattern",
