"Property Name",,"ru","Node Path","Description"
"Caption","Display Name","Отображаемое имя","BOModel\DevExpress.Persistent.BaseImpl.Party\OwnMembers\DisplayName",
"Caption","Phone Numbers","Телефонные номера","BOModel\DevExpress.Persistent.BaseImpl.Party\OwnMembers\PhoneNumbers",
"Caption","Persistent Permission","Сохраняемое разрешение","BOModel\DevExpress.Persistent.BaseImpl.PersistentPermission",
"Caption","Role","Роль","BOModel\DevExpress.Persistent.BaseImpl.PersistentPermission\OwnMembers\Role",
"Caption","Permission","Разрешение","BOModel\DevExpress.Persistent.BaseImpl.PersistentPermission\OwnMembers\Permission",
"Caption","Person","Персона","BOModel\DevExpress.Persistent.BaseImpl.Person",
"Caption","First Name","Имя","BOModel\DevExpress.Persistent.BaseImpl.Person\OwnMembers\FirstName",
"Caption","Last Name","Фамилия","BOModel\DevExpress.Persistent.BaseImpl.Person\OwnMembers\LastName",
"Caption","Middle Name","Отчество","BOModel\DevExpress.Persistent.BaseImpl.Person\OwnMembers\MiddleName",
"Caption","Birthday","День рождения","BOModel\DevExpress.Persistent.BaseImpl.Person\OwnMembers\Birthday",
"Caption","Full Name","Полное имя","BOModel\DevExpress.Persistent.BaseImpl.Person\OwnMembers\FullName",
"Caption","Email","E-Mail","BOModel\DevExpress.Persistent.BaseImpl.Person\OwnMembers\Email",
"Caption","Phone Number","Телефонный номер","BOModel\DevExpress.Persistent.BaseImpl.PhoneNumber",
"Caption","Number","Номер","BOModel\DevExpress.Persistent.BaseImpl.PhoneNumber\OwnMembers\Number",
"Caption","Party","Субъект","BOModel\DevExpress.Persistent.BaseImpl.PhoneNumber\OwnMembers\Party",
"Caption","Phone Type","Тип телефона","BOModel\DevExpress.Persistent.BaseImpl.PhoneNumber\OwnMembers\PhoneType",
"Caption","Phone Type","Тип телефона","BOModel\DevExpress.Persistent.BaseImpl.PhoneType",
"Caption","Type Name","Имя типа","BOModel\DevExpress.Persistent.BaseImpl.PhoneType\OwnMembers\TypeName",
"Caption","Property Bag","Набор свойств","BOModel\DevExpress.Persistent.BaseImpl.PropertyBag",
"Caption","Property Bag Descriptor","Описание набора свойств","BOModel\DevExpress.Persistent.BaseImpl.PropertyBagDescriptor",
"Caption","Property Descriptors","Описания свойств","BOModel\DevExpress.Persistent.BaseImpl.PropertyBagDescriptor\OwnMembers\PropertyDescriptors",
"Caption","Property Descriptor","Описание свойства","BOModel\DevExpress.Persistent.BaseImpl.PropertyDescriptor",
"Caption","Property Bags","Наборы свойств","BOModel\DevExpress.Persistent.BaseImpl.PropertyDescriptor\OwnMembers\PropertyBags",
"Caption","Code","Код","BOModel\DevExpress.Persistent.BaseImpl.PropertyDescriptor\OwnMembers\Code",
"Caption","Name","Имя","BOModel\DevExpress.Persistent.BaseImpl.PropertyDescriptor\OwnMembers\Name",
"Caption","Description","Описание","BOModel\DevExpress.Persistent.BaseImpl.PropertyDescriptor\OwnMembers\Description",
"Caption","Type","Тип","BOModel\DevExpress.Persistent.BaseImpl.PropertyDescriptor\OwnMembers\Type",
"Caption","Value Type","Тип значения","BOModel\DevExpress.Persistent.BaseImpl.PropertyDescriptor\OwnMembers\ValueType",
"Caption","Property Value","Значение свойства","BOModel\DevExpress.Persistent.BaseImpl.PropertyValue",
"Caption","Resource","Ресурс","BOModel\DevExpress.Persistent.BaseImpl.Resource",
"Caption","Caption","Название","BOModel\DevExpress.Persistent.BaseImpl.Resource\OwnMembers\Caption",
"Caption","Events","События","BOModel\DevExpress.Persistent.BaseImpl.Resource\OwnMembers\Events",
"Caption","Color","Цвет","BOModel\DevExpress.Persistent.BaseImpl.Resource\OwnMembers\Color",
"Caption","Role","Роль","BOModel\DevExpress.Persistent.BaseImpl.Role",
"Caption","Users","Пользователи","BOModel\DevExpress.Persistent.BaseImpl.Role\OwnMembers\Users",
"Caption","Role Base","Базовая роль","BOModel\DevExpress.Persistent.BaseImpl.RoleBase",
"Caption","Name","Название","BOModel\DevExpress.Persistent.BaseImpl.RoleBase\OwnMembers\Name",
"Caption","Permissions","Разрешения","BOModel\DevExpress.Persistent.BaseImpl.RoleBase\OwnMembers\PersistentPermissions",
"Caption","Server Prefix","Префикс сервера","BOModel\DevExpress.Persistent.BaseImpl.ServerPrefix",
"Caption","User","Пользователь","BOModel\DevExpress.Persistent.BaseImpl.SimpleUser",
"Caption","User Name","Имя пользователя","BOModel\DevExpress.Persistent.BaseImpl.SimpleUser\OwnMembers\UserName",
"Caption","Full Name","Полное имя","BOModel\DevExpress.Persistent.BaseImpl.SimpleUser\OwnMembers\FullName",
"Caption","Is Active","Активен","BOModel\DevExpress.Persistent.BaseImpl.SimpleUser\OwnMembers\IsActive",
"Caption","Is Administrator","Является администратором","BOModel\DevExpress.Persistent.BaseImpl.SimpleUser\OwnMembers\IsAdministrator",
"Caption","Change Password On First Logon","Изменить пароль при первом входе в систему","BOModel\DevExpress.Persistent.BaseImpl.SimpleUser\OwnMembers\ChangePasswordOnFirstLogon",
"Caption","State","Область/Штат","BOModel\DevExpress.Persistent.BaseImpl.State",
"Caption","Short Name","Короткое название","BOModel\DevExpress.Persistent.BaseImpl.State\OwnMembers\ShortName",
"Caption","Long Name","Полное название","BOModel\DevExpress.Persistent.BaseImpl.State\OwnMembers\LongName",
"Caption","Task","Задача","BOModel\DevExpress.Persistent.BaseImpl.Task",
"Caption","Subject","Тема","BOModel\DevExpress.Persistent.BaseImpl.Task\OwnMembers\Subject",
"Caption","Description","Описание","BOModel\DevExpress.Persistent.BaseImpl.Task\OwnMembers\Description",
"Caption","Due Date","Дата окончания","BOModel\DevExpress.Persistent.BaseImpl.Task\OwnMembers\DueDate",
"Caption","Start Date","Дата начала","BOModel\DevExpress.Persistent.BaseImpl.Task\OwnMembers\StartDate",
"Caption","Assigned To","Исполнитель","BOModel\DevExpress.Persistent.BaseImpl.Task\OwnMembers\AssignedTo",
"Caption","Status","Статус","BOModel\DevExpress.Persistent.BaseImpl.Task\OwnMembers\Status",
"Caption","Percent Completed","Процент выполнения","BOModel\DevExpress.Persistent.BaseImpl.Task\OwnMembers\PercentCompleted",
"Caption","Date Completed","Дата завершения","BOModel\DevExpress.Persistent.BaseImpl.Task\OwnMembers\DateCompleted",
"Caption","User","Пользователь","BOModel\DevExpress.Persistent.BaseImpl.User",
"Caption","Roles","Роли","BOModel\DevExpress.Persistent.BaseImpl.User\OwnMembers\Roles",
"Caption","User Name","Имя пользователя","BOModel\DevExpress.Persistent.BaseImpl.User\OwnMembers\UserName",
"Caption","Change Password On First Logon","Изменить пароль при первом входе в систему","BOModel\DevExpress.Persistent.BaseImpl.User\OwnMembers\ChangePasswordOnFirstLogon",
"Caption","Is Active","Активен","BOModel\DevExpress.Persistent.BaseImpl.User\OwnMembers\IsActive",
"Caption","Permissions","Права доступа","BOModel\DevExpress.Persistent.BaseImpl.User\OwnMembers\Permissions",
"Caption","XPWeak Reference","Слабая ссылка","BOModel\DevExpress.Xpo.XPWeakReference",
"Value","Task Status","Статус задачи","Localization\Enums\DevExpress.Persistent.Base.General.TaskStatus",
"Value","Completed","Завершена","Localization\Enums\DevExpress.Persistent.Base.General.TaskStatus\Completed",
"Value","Deferred","Задержана","Localization\Enums\DevExpress.Persistent.Base.General.TaskStatus\Deferred",
"Value","In progress","В процессе выполнения","Localization\Enums\DevExpress.Persistent.Base.General.TaskStatus\InProgress",
"Value","Not started","Не начата","Localization\Enums\DevExpress.Persistent.Base.General.TaskStatus\NotStarted",
"Value","Waiting for someone else","В ожидании","Localization\Enums\DevExpress.Persistent.Base.General.TaskStatus\WaitingForSomeoneElse",
"Caption","Reports","Отчеты","NavigationItems\Items\Reports",
"Name","EventIntervalValid","Интервал событий корректен","Validation\Rules\EventIntervalValid",
"CustomMessageTemplate","The start date must be less than the end date","Дата начала должна быть меньше, чем дата окончания","Validation\Rules\EventIntervalValid",
"Name","FileAttachmentBaseRule","Базовое правило файлового вложения","Validation\Rules\FileAttachmentBaseRule",
"CustomMessageTemplate","File should be assigned","Файл должен быть присоединен","Validation\Rules\FileAttachmentBaseRule",
"Name","HCategoryCircularReferences","Циклические ссылки иерархических категорий","Validation\Rules\HCategoryCircularReferences",
"CustomMessageTemplate","Circular refrerence detected. To correct this error, set the Parent property to another value.","Обнаружена циклическая ссылка. Чтобы исправить эту ошибку, задайте другое значение свойству 'Предок'.","Validation\Rules\HCategoryCircularReferences",
"FoundObjectMessagesSeparator",", ",",","Validation\Rules\PropertyDescriptor Code is unique",
"Name","PropertyDescriptor Code is unique","Код описания свойства уникален","Validation\Rules\PropertyDescriptor Code is unique",
"CustomMessageTemplate","The 'Code' property must have a unique value","Значение 'Код' должно быть уникальным","Validation\Rules\PropertyDescriptor Code is unique",
"Name","PropertyDescriptor Code required","Требуется код описания свойства","Validation\Rules\PropertyDescriptor Code required",
"MessageTemplateMustSatisfyCriteria","The ""{TargetObject}"" object must satisfy the following criteria: ""{Criteria}"".","Объект ""{TargetObject}"" должен удовлетворять следующему критерию: ""{Criteria}"".","Validation\Rules\Role is not referenced",
"Name","Role is not referenced","Нет ссылки на роль","Validation\Rules\Role is not referenced",
"CustomMessageTemplate","Cannot delete the role because there are users that reference it","Нельзя удалить роль, так как есть пользователи которым она отведена","Validation\Rules\Role is not referenced",
