"Property Name",,"hr","Node Path","Description"
"Value","The database version is older than the application version. The database needs to be updated.","Verzija baze podataka je manja od verzije aplikacije. Potrebno je nadograditi bazu podataka. ","Localization\Exceptions\SystemExceptions\CompatibilityDatabaseIsOldError",
"Value","Config file '{0}' doesn't exists","Konfiguracijska datoteka '{0}' ne postoji","Localization\Exceptions\SystemExceptions\ConfigFileDoesNotExists",
"Value","The 'add\[@key=""Modules""]' node should contain module list, config file '{0}'","Čvor 'add\[@key=""Modules""]' bi morao sadržavati listu modula, konfiguracijska datoteka '{0}'","Localization\Exceptions\SystemExceptions\ConfigFileHasNoModuleNames",
"Value","Unable to set '{0}' property. Current object is not set","Ne mogu postaviti svojstvo '{0}'. Nije postavljen trenutni objekt. ","Localization\Exceptions\SystemExceptions\CurrentObjectIsNotSet",
"Value","To avoid this error it's necessary to assign the CustomizePopupWindowParamsEventArgs.View property when handling the CustomizePopupWindowParams event. To accomplish this, create a View using the XafApplication.CreateDetailView/CreateListView methods. Please refer to the product's documentation for more detailed information on these classes and methods. If this doesn't help, please contact our Support Team at http://www.devexpress.com/Support/Center/","Da bi izbjegli ovu grešku, potrebno je postaviti svojstvo CustomizePopupWindowParamsEventArgs.View kada obrađujete događaj CustomizePopupWindowParams. Da bi to uspjeli, kreirajte Pogled koristeći metodu XafApplication.CreateDetailView/CreateListView. Pogledajte dokumentaciju proizvoda za detaljnije informacije o ovim klasama i metodama. Ukoliko Vam to ne pomogne, kontaktirajte našu korisničku podršku na http://www.devexpress.com/Support/Center/","Localization\Exceptions\SystemExceptions\CustomizePopupWindowParamsEventArgsViewIsNull",
"Value","A dataLayer already exists: '{0}'","DataLayer već postoji: '{0}'","Localization\Exceptions\SystemExceptions\DataLayerAlreadyExists",
"Value","Dictionary path item parsing failed. There is a syntax error in expression '{0}'","Parsiranje putanje stavke rječnika nije uspjelo. Postoji sintaksna greška u izrazu '{0}'","Localization\Exceptions\SystemExceptions\DictionaryPathItemParsingFailed",
"Value","Dictionary path parsing failed. There is a syntax error in expression '{0}'","Parsiranje putanje rječnika nije uspjelo. Postoji sintaksna greška u izrazu '{0}'","Localization\Exceptions\SystemExceptions\DictionaryPathParsingFailed",
"Value","Duplicate Component Identifier '{0}'","Dupli identifikator komponente '{0}'","Localization\Exceptions\SystemExceptions\DuplicateComponentIdentifier",
"Value","Error occurs while adding the '{2}' custom property ('{0}' property type) to the '{1}' type: '{3}'","Greška kod dodavanja korisničkog svojstva '{2}' ('{0}' tip svojstva) u  '{1}' tipa: '{3}'","Localization\Exceptions\SystemExceptions\ErrorOccursWhileAddingTheCustomProperty",
"Value","The following error occurred:","Dogodila se sljedeća greška:","Localization\Exceptions\SystemExceptions\ExceptionDialogLabel",
"Value","Column '{0}' does not exist in grid","Stupac '{0}' ne postoji u tablici","Localization\Exceptions\SystemExceptions\GridColumnDoesNotExist",
"Value","Column '{0}' already exists in grid","Stupac '{0}' već postoji u tablici","Localization\Exceptions\SystemExceptions\GridColumnExists",
"Value","Cannot set EditMode property. GridControl has been created already","Ne mogu postaviti svojstvo EditMode. Kontola GridControl je već kreirana. ","Localization\Exceptions\SystemExceptions\GridControlIsAlreadyCreated",
"Value","Incompatible parameters combination. The PopupWindow has the same ObjectSpace as the main View.  However, the SaveOnAccept property of the Popup Window's DialogController is set to true. Use a new ObjectSpace for the invoked Popup Window or set the DialogController. SaveOnAccept property to false.","Nekompatibilna kombinacija parametara. PopupWindow ima isti ObjectSpace kao i glavni Pogled, no postavljeno je svojstvo SaveOnAccept u DialogController od PopupWindow. Koristite novi ObjectSpace za pozvani PopupWindows ili isključite svojstvo DialogController.SaveOnAccept. ","Localization\Exceptions\SystemExceptions\IncompatibleParametersCombinationOnViewChanged",
"Value","The passed config file '{0}' doesn't contain the '<add key=""Modules""' node","Prosljeđena konfiguracijska datoteka '{0}' ne sadrži čvor '<add key=""Modules""'","Localization\Exceptions\SystemExceptions\IncorrectConfigFile",
"Value","Infinite recursion detected: the '{0}' detail view was created {1} times","Otkrivena beskonačna rekurzija: detaljni pogled '{0}' je kreiran {1} puta","Localization\Exceptions\SystemExceptions\InfiniteRecursionDetected",
"Value","Invalid application version on '{0}'","Neispravna verzija aplikacije na '{0}'","Localization\Exceptions\SystemExceptions\InvalidApplicationVersion",
"Value","Invalid value type is assigned to the '{0}' parametrized action. Set the Int, String or DateTime type instead.","Parametriziranoj akciji '{0}' dodijeljen je neispravan tip vrijednosti. Postavite tip Int, String ili DateTime. ","Localization\Exceptions\SystemExceptions\InvalidParametrizedActionValueType",
"Value","The {0} object's {1} property has an incorrect value of {2}. Initialize the property with a correct {3} enumeration value in the {4} business class' AfterConstruction method.","Svojstvo {1} objekta {0} ima neispravnu vrijednost {2}. Postavite svojstvu ispravnu {3} pobrojanu vrijednost u AfterConstruction metodi klase {4}.","Localization\Exceptions\SystemExceptions\InvalidValueOfEnumProperty",
"Value","'{0}' is not valid namespace prefix description","{0}' nije ispravan prefiks opisa prostora imena (namespace)","Localization\Exceptions\SystemExceptions\IsNotValidNamespacePrefixDescription",
"Value","It's imposible to find path='{0}' for node '{1}'","Nije moguće pronaći putanju='{0}' za čvor '{1}'","Localization\Exceptions\SystemExceptions\ItsImpossibleToFindPathForNode",
"Value","It's imposible to find SourceNode='{0}\\{1}'","Nije moguće pronaći SourceNode='{0}\\{1}'","Localization\Exceptions\SystemExceptions\ItsImpossibleToFindSourceNode",
"Value","Incorrect count: '{0}'","Neispravna količina: '{0}'","Localization\Exceptions\SystemExceptions\LayoutControlInvalidCount",
"Value","ListEditor should implement IDXPopupMenuHolder interface","ListEditor mora implementirati sučelje IDXPopupMenuHolder","Localization\Exceptions\SystemExceptions\ListEditorShouldImplement",
"Value","The '{0}' method should be used","Potrebno je koristiti metodu '{0}'","Localization\Exceptions\SystemExceptions\MethodShouldBeUsed",
"Value","Modules has already been loaded","Modul je već učitan","Localization\Exceptions\SystemExceptions\ModulesHasAlreadyBeenLoaded",
"Value","Names and values collections should have equal lengths","Kolekcija naziva i vrijednosti mora biti jednake duljine","Localization\Exceptions\SystemExceptions\NameAndValueCollectionsShouldHaveEqualLengths",
"Value","The '{0}' node contains two child nodes with the '{1}' value in the key attribute. \r\n  Node1: '{2}'\r\n  Node2: '{3}'","Čvor '{0}' sadrži dva dijete čvora sa vrijednošću '{1}' u atributu ključa. \r\n  Čvor 1: '{2}'\r\n  Čvor 2: '{3}'","Localization\Exceptions\SystemExceptions\NodeContainsDuplicatedChildNodes",
"Value","The '{0}' node was not found","Čvor '{0}' nije pronađen","Localization\Exceptions\SystemExceptions\NodeWasNotFound",
"Value","The '{0}' read-only parameter is not registered in the ParametersFactory.","Nepromjenjiv parametar '{0}' nije registriran u ParametersFactory.","Localization\Exceptions\SystemExceptions\NotRegisteredReadOnlyParameterException",
"Value","Object cannot be formatted because the specified format string is invalid: '{0}'","Objekt se ne može formatirati jer zadani format nije ispravan: '{0}'","Localization\Exceptions\SystemExceptions\ObjectFormatterFormatStringIsInvalid",
"Value","Page can only contain one instance of '{0}' control","Stranica može sadržavati samo jednu instancu kontrole '{0}'","Localization\Exceptions\SystemExceptions\PageCanOnlyContainOneInstanceOfControl",
"Value","The criterion contains the '{0}' read-only parameter which conflicts with the '{0}' property of the '{1}' class. To refer to the read-only parameter, use the '@@{0}' syntax. To refer to the property, use the '@this.{0}' syntax.","Kriterij sadrži nepromjenjiv parametar '{0}' koji je u konfliktu sa svojstvom '{0}' u klasi '{1}'. Ako želite referencirati nepromjenjivo svojstvo, koristite sintaksu '@@{0}', a ako želite referencirati svojstvo u klasi, koristite sintaksu '@this.{0}'.","Localization\Exceptions\SystemExceptions\ParameterConflictsWithPropertyException",
"Value","The object that has been passed belongs to another ObjectSpace. This error may occur when you manipulate your objects via an ObjectSpace which these objects do not belong to. For instance, you may receive this error when using the XafApplication.CreateDetailView method in case you passed an object that was obtained from a different ObjectSpace than the ObjectSpace used as a parameter in this method. To correct this error, you should ensure that all the objects you manipulate belong to one ObjectSpace.\r\nIn most cases, to avoid this error it's sufficient to call the ObjectSpace.GetObject/GetObjectByKey methods to get a passed object in the target ObjectSpace.\r\nIf this doesn't help, please contact our Support Team at http://www.devexpress.com/Support/Center/","Poslani objekt pripada drugom ObjectSpace-u. Ova greška se pojavljuje u slučaju kad manipulirate svojim objektima preko ObjectSpace-a kojem ti objekti ne pripadaju. Na primjer, ovu grešku ćete dobiti kod korištenja metode XafApplication.CreateDetailView u slučaju da ste poslali objekt koji je dobiven iz drugog ObjectSpace-a od ObjectSpace-a koji je korišten kao parametar u ovoj metodi. Da bi ispravili ovu grešku, pobrinite se da svi objekti kojima manipulirate pripadaju jednom ObjectSpace-u.\r\nU većini slučajeva, za izbjegavanje ove greške dovoljno je pozvati metode ObjectSpace.GetObject/GetObjectByKey da bi dobili poslani objekt u ciljnom ObjectSpace-u.\r\nUkoliko Vam to ne pomogne, molimo kontaktirajte našu korisničku podršku na http://www.devexpress.com/Support/Center","Localization\Exceptions\SystemExceptions\PassedObjectBelongsToAnotherObjectSpace",
"Value","Permission is denied","Pristup je odbijen","Localization\Exceptions\SystemExceptions\PermissionIsDenied",
"Value","Process was aborted","Proces je prekinut","Localization\Exceptions\SystemExceptions\ProcessWasAborted",
"Value","Cannot update the CriteriaWrapper because the criterion uses dynamic parameters, but the current object isn't specified. To update the CriteriaWrapper, call the UpdateParametersValues(Object currentObject) method and pass the current object as the parameter.","Ne mogu ažurirati CriteriaWrapper jer kriterij koristi dinamičke parametre, ali trenutni objekt nije određen. Za ažuriranje CriteriaWrapper-a, pozovite metodu UpdateParametersValues(Object currentObject) i prosljedite trenutni objekt kao parametar. ","Localization\Exceptions\SystemExceptions\RequiresCurrentObjectException",
"Value","Resource item with name '{0}' is not found","Stavka resursa naziva '{0}' nije pronađena","Localization\Exceptions\SystemExceptions\ResourceItemWithNameIsNotFound",
"Value","RuleSet clearing is denied","Brisanje RuleSet-a nije dozvoljeno","Localization\Exceptions\SystemExceptions\RuleSetClearingIsDenied",
"Value","Source attribute expression should start with '{0}': '{1}'","Izraz atributa Source mora početi s '{0}':'{1}'","Localization\Exceptions\SystemExceptions\SourceAttributeExpressionShouldStartWith",
"Value","Source attribute path should consist of one or more node name and at last attribute name, which are delimited by the '\\' symbol: '{0}'","Putanju atributa Source mora sačinjavati jedan ili više naziva čvorova i na kraju naziv atributa, odvojenih sa simbolom '\\': '{0}'","Localization\Exceptions\SystemExceptions\SourceAttributePathShouldConsistOf",
"Value","SourceNode expression should start with '{0}': '{1}'","Izraz za SourceNode mora početi s '{0}': '{1}'","Localization\Exceptions\SystemExceptions\SourceNodeExpressionShouldStartWith",
"Value","Cannot find TypeInfo for type '{0}'. You should put your template in an XAF module, or manually register it using the XafTypesInfo.Instance.FindTypeInfo(typeof({0})) method.","Ne mogu pronaći TypeInfo za tip '{0}'. Svoj predložak trebate staviti u XAF modul ili ga ručno prijavite koristeći metodu XafTypesInfo.Instance.FindTypeInfo(typeof({0})).","Localization\Exceptions\SystemExceptions\TemplateTypeInfoMissed",
"Value","The aspect '{0}' is not present in the aspects collection","Aspekt '{0}' nije prisutan u kolekciji aspekata","Localization\Exceptions\SystemExceptions\TheAspectIsNotPresentInAspectsCollection",
"Value","The '{0}' assembly doesn't refer assembly {1} ({2})","Assembly '{0}' ne referencira assembly-e {1} ({2})","Localization\Exceptions\SystemExceptions\TheAssemblyDoesntReferAssembly",
"Value","The '{0}' class is not found in the BOModel","Klasa '{0}' nije pronađena u BOModel-u","Localization\Exceptions\SystemExceptions\TheClassIsNotFoundInBOModel",
"Value","The ClassName attribute of the referenced view node is empty:","Atribut ClassName referenciranog čvora pogleda je prazan:","Localization\Exceptions\SystemExceptions\TheClassNameAttributeIsEmpty",
"Value","The ClassName attribute of the referenced view node refers to a different type. \r\nShortcut object type: {0}\r\nView node object type: {1}","Atribut ClassName referenciranog čvora pogleda pokazuje na drukčiji tip.\r\nTip objekta prečaca: {0}\r\nTip objekta čvora pogleda: {1}","Localization\Exceptions\SystemExceptions\TheClassNameAttributeRefersToADifferentType",
"Value","The CreateApplicationModulesManager method returns null","Metoda CreateApplicationModulesManager vraća null","Localization\Exceptions\SystemExceptions\TheCreateApplicationModulesManagerReturnsNull",
"Value","The expression should consist of the search expression and source attribute name which are delimited by ';' symbol: '{0}'","Izraz treba biti sačinjen od izraza pretrage i naziva atributa izvora odvojenih sa znakom ';': '{0}'","Localization\Exceptions\SystemExceptions\TheExpressionShouldConsistOf",
"Value","The 'expressionString' string contains {0} expressions","Niz 'expressionString' sadrži {0} izraza","Localization\Exceptions\SystemExceptions\TheExpressionStringContainsANumberOfExpressions",
"Value","The passed '{0}' file is not a *.dll or *.config file","Prosljeđena datoteka '{0}' nije *.dll ili *.config datoteka","Localization\Exceptions\SystemExceptions\ThePassedFileIsNotADllOrConfig",
"Value","There is already a creator registered for the format '{0}'","Za format '{0}' već postoji prijavljen stvaratelj","Localization\Exceptions\SystemExceptions\ThereIsAlreadyRegisteredCreatorForFormat",
"Value",,,"Localization\Exceptions\SystemExceptions\TheSourceNodeCannotAddressToSeveralNodes",
"Value","The 'Type' attribute cannot be empty","Atribut 'Type' ne može biti prazan","Localization\Exceptions\SystemExceptions\TheTypeAttributeCannotBeEmpty",
"Value","the '{0}' type is not descendant of '{1}'","Tip '{0}' nije nasljeđen od '{1}'","Localization\Exceptions\SystemExceptions\TheTypeIsNotDescendantOf",
"Value","The value was locked","Vrijednost je zaključana","Localization\Exceptions\SystemExceptions\TheValueWasLocked",
"Value","The '{0}' type doesn't contain the '{1}' member","Tip '{0}' ne sadrži člana '{1}'","Localization\Exceptions\SystemExceptions\TypeDoesNotContainTheMember",
"Value","The '{0}' type isn't a enum type","Tip '{0} nije tipa enum","Localization\Exceptions\SystemExceptions\TypeIsNotAEnum",
"Value","Unable to assign a disabled item. Action: {0}. Item: {1}. Disable reasons: {2}","Ne mogu pridružiti onemogućenu stavku. Akcija: {0}. Stavka: {1} Razlog: {2}","Localization\Exceptions\SystemExceptions\UnableToAssignDisabledActionItem",
"Value","Unable to assign an invisible item. Action: {0}. Item: {1}. Invisible reasons: {2}","Ne mogu pridružiti nevidljivu stavku. Akcija {0}. Stavka {1}. Razlog: {2}","Localization\Exceptions\SystemExceptions\UnableToAssignInvisibleActionItem",
"Value","Unable to cast object of type '{0}' to type '{1}'","Ne mogu pretvoriti objekt tipa '{0}' u tip '{1}'","Localization\Exceptions\SystemExceptions\UnableToCast",
